orig, dest, cnt
col_53_30_gadm2-8,tur_235_17_gadm2-8,0
col_53_30_gadm2-8,tur_235_42_gadm2-8,0
col_53_30_gadm2-8,tur_235_48_gadm2-8,0
col_53_32_gadm2-8,col_53_13_gadm2-8,3
col_53_4_gadm2-8,ita_112_6_gadm2-8,1
col_53_5_gadm2-8,col_53_2_gadm2-8,5481
col_53_7_gadm2-8,deu_86_2_gadm2-8,5
col_53_7_gadm2-8,fra_79_4_gadm2-8,2
com_54_2_gadm2-8,chn_49_24_gadm2-8,11
com_54_2_gadm2-8,deu_86_3_gadm2-8,1
cpv_43_17_gadm2-8,rus_188_50_gadm2-8,2
cri_56_3_gadm2-8,esp_215_3_gadm2-8,1
cri_56_7_gadm2-8,isr_111_7_gadm2-8,96
cri_56_7_gadm2-8,mex_145_31_gadm2-8,31
cri_56_7_gadm2-8,mex_145_5_gadm2-8,14
cri_56_7_gadm2-8,tur_235_55_gadm2-8,0
cri_56_7_gadm2-8,ukr_240_8_gadm2-8,0
cub_59_11_gadm2-8,,13
cub_59_3_gadm2-8,fra_79_22_gadm2-8,0
cub_59_4_gadm2-8,deu_86_5_gadm2-8,14
cub_59_4_gadm2-8,hti_99_8_gadm2-8,289
cub_59_4_gadm2-8,rus_188_66_gadm2-8,12
cub_59_7_gadm2-8,grc_89_3_gadm2-8,2
cub_59_7_gadm2-8,usa_244_10_gadm2-8,886
cym_45_4_gadm2-8,cym_45_2_gadm2-8,309
cyp_61_2_gadm2-8,egy_69_13_gadm2-8,1
cyp_61_2_gadm2-8,grc_89_1_gadm2-8,242
cze_62_12_gadm2-8,fin_78_5_gadm2-8,102
cze_62_12_gadm2-8,tha_228_67_gadm2-8,75
cze_62_3_gadm2-8,bgr_37_5_gadm2-8,1
cze_62_3_gadm2-8,jpn_114_33_gadm2-8,0
cze_62_3_gadm2-8,usa_244_34_gadm2-8,0
deu_86_10_gadm2-8,bhr_19_5_gadm2-8,111
deu_86_10_gadm2-8,irl_109_3_gadm2-8,6
deu_86_10_gadm2-8,irl_109_4_gadm2-8,21
deu_86_10_gadm2-8,kgz_122_6_gadm2-8,4
deu_86_10_gadm2-8,mmr_154_8_gadm2-8,14
deu_86_14_gadm2-8,jpn_114_45_gadm2-8,2
deu_86_14_gadm2-8,ury_245_10_gadm2-8,0
deu_86_1_gadm2-8,aus_15_5_gadm2-8,8
deu_86_1_gadm2-8,kor_213_11_gadm2-8,57
deu_86_1_gadm2-8,mex_145_11_gadm2-8,1
deu_86_1_gadm2-8,mne_150_18_gadm2-8,30
deu_86_1_gadm2-8,pol_181_6_gadm2-8,28
deu_86_2_gadm2-8,chn_49_27_gadm2-8,71
deu_86_2_gadm2-8,mex_145_32_gadm2-8,0
deu_86_2_gadm2-8,per_178_5_gadm2-8,0
deu_86_2_gadm2-8,phl_179_25_gadm2-8,33
deu_86_2_gadm2-8,rus_188_50_gadm2-8,185
deu_86_2_gadm2-8,ukr_240_8_gadm2-8,51
deu_86_3_gadm2-8,arg_12_22_gadm2-8,2
deu_86_3_gadm2-8,cog_185_2_gadm2-8,4
deu_86_3_gadm2-8,idn_106_4_gadm2-8,75
deu_86_3_gadm2-8,jpn_114_2_gadm2-8,1
deu_86_3_gadm2-8,mar_152_14_gadm2-8,17
deu_86_3_gadm2-8,mex_145_27_gadm2-8,1
deu_86_3_gadm2-8,rus_188_18_gadm2-8,3
deu_86_3_gadm2-8,swe_222_2_gadm2-8,3
deu_86_5_gadm2-8,hrv_58_4_gadm2-8,2
deu_86_5_gadm2-8,usa_244_12_gadm2-8,16
deu_86_5_gadm2-8,usa_244_31_gadm2-8,32
deu_86_6_gadm2-8,aus_15_11_gadm2-8,60
deu_86_6_gadm2-8,usa_244_29_gadm2-8,45
deu_86_6_gadm2-8,vut_247_4_gadm2-8,0
deu_86_7_gadm2-8,sau_200_2_gadm2-8,3
deu_86_9_gadm2-8,chn_49_24_gadm2-8,160
deu_86_9_gadm2-8,fra_79_13_gadm2-8,24
deu_86_9_gadm2-8,nor_169_18_gadm2-8,0
dnk_64_1_gadm2-8,lao_123_13_gadm2-8,10
dnk_64_1_gadm2-8,rus_188_34_gadm2-8,47
dnk_64_1_gadm2-8,usa_244_36_gadm2-8,54
dnk_64_3_gadm2-8,jam_113_10_gadm2-8,0
dnk_64_3_gadm2-8,tur_235_40_gadm2-8,35
dnk_64_5_gadm2-8,chn_49_13_gadm2-8,1
dnk_64_5_gadm2-8,fra_79_4_gadm2-8,337
dnk_64_5_gadm2-8,tur_235_11_gadm2-8,41
dnk_64_5_gadm2-8,tur_235_59_gadm2-8,14
dnk_64_5_gadm2-8,tur_235_61_gadm2-8,2
dom_66_11_gadm2-8,swe_222_21_gadm2-8,69
dom_66_21_gadm2-8,fra_79_1_gadm2-8,7
dom_66_21_gadm2-8,fra_79_21_gadm2-8,3
dom_66_21_gadm2-8,hrv_58_4_gadm2-8,0
dom_66_21_gadm2-8,ken_118_28_gadm2-8,1
dom_66_21_gadm2-8,usa_244_5_gadm2-8,120
dom_66_30_gadm2-8,deu_86_1_gadm2-8,3
dom_66_30_gadm2-8,jpn_114_1_gadm2-8,0
dza_5_32_gadm2-8,isr_111_7_gadm2-8,5
dza_5_32_gadm2-8,swe_222_15_gadm2-8,1
dza_5_44_gadm2-8,dza_5_4_gadm2-8,415
dza_5_4_gadm2-8,ind_105_31_gadm2-8,23
dza_5_4_gadm2-8,srb_202_4_gadm2-8,92
dza_5_9_gadm2-8,fra_79_21_gadm2-8,19
ecu_68_10_gadm2-8,chl_48_9_gadm2-8,6
ecu_68_10_gadm2-8,slv_70_10_gadm2-8,154
ecu_68_19_gadm2-8,hnd_101_8_gadm2-8,53
ecu_68_19_gadm2-8,swe_222_15_gadm2-8,5
ecu_68_1_gadm2-8,fra_79_18_gadm2-8,0
egy_69_11_gadm2-8,can_42_1_gadm2-8,54
egy_69_11_gadm2-8,grc_89_5_gadm2-8,2
egy_69_11_gadm2-8,jam_113_10_gadm2-8,0
egy_69_11_gadm2-8,khm_40_21_gadm2-8,7
egy_69_11_gadm2-8,usa_244_34_gadm2-8,57
egy_69_17_gadm2-8,zmb_255_5_gadm2-8,1
egy_69_22_gadm2-8,swe_222_21_gadm2-8,9
egy_69_2_gadm2-8,mex_145_23_gadm2-8,43
egy_69_2_gadm2-8,sgp_205_1_gadm2-8,3
egy_69_2_gadm2-8,zaf_211_3_gadm2-8,20
eri_72_1_gadm2-8,usa_244_5_gadm2-8,2
esh_253_3_gadm2-8,usa_244_34_gadm2-8,0
esp_215_10_gadm2-8,can_42_9_gadm2-8,58
esp_215_10_gadm2-8,cmr_41_2_gadm2-8,9
esp_215_10_gadm2-8,idn_106_12_gadm2-8,4
esp_215_10_gadm2-8,tha_228_11_gadm2-8,2
esp_215_12_gadm2-8,tun_234_23_gadm2-8,2
esp_215_14_gadm2-8,chn_49_26_gadm2-8,5
esp_215_14_gadm2-8,isr_111_7_gadm2-8,350
esp_215_14_gadm2-8,mex_145_30_gadm2-8,0
esp_215_14_gadm2-8,pol_181_13_gadm2-8,1225
esp_215_14_gadm2-8,ukr_240_11_gadm2-8,18
esp_215_16_gadm2-8,bra_33_12_gadm2-8,2
esp_215_16_gadm2-8,chn_49_13_gadm2-8,5
esp_215_17_gadm2-8,egy_69_11_gadm2-8,4
esp_215_17_gadm2-8,mex_145_1_gadm2-8,0
esp_215_1_gadm2-8,gnq_71_2_gadm2-8,17
esp_215_1_gadm2-8,jpn_114_37_gadm2-8,1
esp_215_1_gadm2-8,rus_188_53_gadm2-8,22
esp_215_3_gadm2-8,bra_33_21_gadm2-8,0
esp_215_5_gadm2-8,irq_108_5_gadm2-8,1
esp_215_7_gadm2-8,chl_48_11_gadm2-8,1
esp_215_8_gadm2-8,chn_49_18_gadm2-8,70
esp_215_8_gadm2-8,idn_106_31_gadm2-8,1
esp_215_9_gadm2-8,deu_86_2_gadm2-8,31
esp_215_9_gadm2-8,prt_182_15_gadm2-8,13
est_73_13_gadm2-8,fin_78_1_gadm2-8,13
est_73_1_gadm2-8,mrt_142_10_gadm2-8,7
est_73_1_gadm2-8,tha_228_18_gadm2-8,7
est_73_1_gadm2-8,tur_235_31_gadm2-8,2
eth_74_10_gadm2-8,eth_74_3_gadm2-8,41
eth_74_11_gadm2-8,jpn_114_4_gadm2-8,13
eth_74_1_gadm2-8,aus_15_10_gadm2-8,47
eth_74_1_gadm2-8,tur_235_27_gadm2-8,1
eth_74_9_gadm2-8,usa_244_33_gadm2-8,1
fin_78_2_gadm2-8,jpn_114_40_gadm2-8,0
fin_78_2_gadm2-8,prt_182_9_gadm2-8,2
fin_78_5_gadm2-8,deu_86_3_gadm2-8,131
fin_78_5_gadm2-8,usa_244_26_gadm2-8,2
fji_77_5_gadm2-8,jpn_114_4_gadm2-8,52
fra_79_13_gadm2-8,bra_33_8_gadm2-8,0
fra_79_13_gadm2-8,gmb_84_1_gadm2-8,1
fra_79_13_gadm2-8,hrv_58_5_gadm2-8,26
fra_79_13_gadm2-8,usa_244_36_gadm2-8,6
fra_79_16_gadm2-8,bra_33_5_gadm2-8,25
fra_79_16_gadm2-8,hun_103_5_gadm2-8,120
fra_79_16_gadm2-8,per_178_23_gadm2-8,0
fra_79_18_gadm2-8,jpn_114_40_gadm2-8,0
fra_79_18_gadm2-8,rou_187_26_gadm2-8,62
fra_79_19_gadm2-8,cyp_61_2_gadm2-8,28
fra_79_1_gadm2-8,chn_49_24_gadm2-8,62
fra_79_1_gadm2-8,civ_57_1_gadm2-8,15
fra_79_1_gadm2-8,esp_215_16_gadm2-8,102
fra_79_1_gadm2-8,kna_193_3_gadm2-8,3
fra_79_1_gadm2-8,rus_188_79_gadm2-8,1
fra_79_21_gadm2-8,esp_215_10_gadm2-8,431
fra_79_21_gadm2-8,kor_213_12_gadm2-8,10
fra_79_22_gadm2-8,jpn_114_7_gadm2-8,22
fra_79_22_gadm2-8,moz_153_7_gadm2-8,0
fra_79_22_gadm2-8,swe_222_1_gadm2-8,27
fra_79_2_gadm2-8,irl_109_8_gadm2-8,2
fra_79_2_gadm2-8,mar_152_12_gadm2-8,157
fra_79_2_gadm2-8,mex_145_24_gadm2-8,0
fra_79_3_gadm2-8,tgo_230_3_gadm2-8,2
fra_79_4_gadm2-8,ago_8_11_gadm2-8,252
fra_79_4_gadm2-8,ecu_68_10_gadm2-8,44
fra_79_4_gadm2-8,ind_105_34_gadm2-8,32
fra_79_4_gadm2-8,lso_126_5_gadm2-8,8
fra_79_4_gadm2-8,reu_186_4_gadm2-8,2
fra_79_4_gadm2-8,tur_235_10_gadm2-8,301
gab_83_1_gadm2-8,rus_188_14_gadm2-8,7
gab_83_1_gadm2-8,usa_244_17_gadm2-8,0
gab_83_1_gadm2-8,usa_244_34_gadm2-8,4
gbr_242_1_gadm2-8,mex_145_20_gadm2-8,49
gbr_242_1_gadm2-8,mys_136_1_gadm2-8,47
gbr_242_1_gadm2-8,nga_163_33_gadm2-8,14
gbr_242_1_gadm2-8,per_178_13_gadm2-8,3
gbr_242_1_gadm2-8,pyf_81_2_gadm2-8,135
gbr_242_2_gadm2-8,deu_86_1_gadm2-8,22
gbr_242_2_gadm2-8,nor_169_14_gadm2-8,1
gbr_242_2_gadm2-8,usa_244_38_gadm2-8,16
gbr_242_3_gadm2-8,aus_15_10_gadm2-8,286
gbr_242_3_gadm2-8,jpn_114_11_gadm2-8,6
gbr_242_4_gadm2-8,usa_244_21_gadm2-8,1
geo_85_12_gadm2-8,esp_215_1_gadm2-8,19
geo_85_12_gadm2-8,rus_188_9_gadm2-8,3
geo_85_12_gadm2-8,usa_244_49_gadm2-8,0
geo_85_2_gadm2-8,usa_244_5_gadm2-8,3
gin_97_2_gadm2-8,bgd_20_7_gadm2-8,1
gin_97_2_gadm2-8,ind_105_17_gadm2-8,1
gin_97_2_gadm2-8,irn_107_28_gadm2-8,4
glp_92_2_gadm2-8,can_42_9_gadm2-8,21
gnb_96_3_gadm2-8,tun_234_23_gadm2-8,1
grc_89_1_gadm2-8,srb_202_4_gadm2-8,41
grc_89_4_gadm2-8,grc_89_4_gadm2-8,60
grc_89_5_gadm2-8,che_223_25_gadm2-8,3
grc_89_6_gadm2-8,aut_16_2_gadm2-8,2
grc_89_6_gadm2-8,bra_33_25_gadm2-8,0
grc_89_6_gadm2-8,can_42_3_gadm2-8,5
grc_89_6_gadm2-8,cub_59_7_gadm2-8,0
grc_89_6_gadm2-8,gbr_242_1_gadm2-8,2259
grc_89_6_gadm2-8,prt_182_9_gadm2-8,3
grc_89_6_gadm2-8,tur_235_41_gadm2-8,26
grc_89_6_gadm2-8,usa_244_26_gadm2-8,1
grd_91_4_gadm2-8,usa_244_23_gadm2-8,9
grl_90_5_gadm2-8,dnk_64_1_gadm2-8,76
gtm_94_12_gadm2-8,blz_24_1_gadm2-8,50
gtm_94_7_gadm2-8,bra_33_6_gadm2-8,9
gum_93_4_gadm2-8,fra_79_18_gadm2-8,2
hkg_102_1_gadm2-8,hnd_101_11_gadm2-8,0
hkg_102_1_gadm2-8,ind_105_25_gadm2-8,3127
hkg_102_1_gadm2-8,kor_213_4_gadm2-8,537
hkg_102_1_gadm2-8,ner_162_5_gadm2-8,6
hkg_102_1_gadm2-8,prt_182_13_gadm2-8,0
hkg_102_1_gadm2-8,sau_200_11_gadm2-8,119
hnd_101_6_gadm2-8,deu_86_7_gadm2-8,10
hnd_101_6_gadm2-8,ecu_68_19_gadm2-8,39
hnd_101_6_gadm2-8,kaz_117_1_gadm2-8,0
hnd_101_6_gadm2-8,prt_182_12_gadm2-8,12
hnd_101_6_gadm2-8,usa_244_41_gadm2-8,28
hnd_101_8_gadm2-8,col_53_2_gadm2-8,58
hnd_101_8_gadm2-8,kaz_117_1_gadm2-8,0
hrv_58_5_gadm2-8,are_241_1_gadm2-8,30
hrv_58_5_gadm2-8,dnk_64_2_gadm2-8,2
hrv_58_5_gadm2-8,irl_109_4_gadm2-8,25
hrv_58_5_gadm2-8,rus_188_28_gadm2-8,1
hrv_58_6_gadm2-8,deu_86_14_gadm2-8,7
hti_99_7_gadm2-8,can_42_11_gadm2-8,32
hti_99_7_gadm2-8,col_53_14_gadm2-8,10
hti_99_7_gadm2-8,per_178_15_gadm2-8,22
hti_99_8_gadm2-8,gbr_242_2_gadm2-8,1
hti_99_8_gadm2-8,usa_244_19_gadm2-8,39
hun_103_5_gadm2-8,aze_17_7_gadm2-8,2
hun_103_5_gadm2-8,bgr_37_24_gadm2-8,12
hun_103_5_gadm2-8,est_73_13_gadm2-8,1
hun_103_5_gadm2-8,tur_235_78_gadm2-8,4
hun_103_5_gadm2-8,usa_244_34_gadm2-8,75
idn_106_10_gadm2-8,fra_79_22_gadm2-8,1
idn_106_12_gadm2-8,kwt_121_4_gadm2-8,7
idn_106_12_gadm2-8,rus_188_5_gadm2-8,0
idn_106_13_gadm2-8,idn_106_9_gadm2-8,153
idn_106_14_gadm2-8,esp_215_6_gadm2-8,0
idn_106_15_gadm2-8,omn_170_11_gadm2-8,1
idn_106_15_gadm2-8,sgp_205_1_gadm2-8,188
idn_106_16_gadm2-8,idn_106_15_gadm2-8,378
idn_106_22_gadm2-8,ind_105_36_gadm2-8,14
idn_106_22_gadm2-8,isl_104_6_gadm2-8,0
idn_106_22_gadm2-8,rus_188_62_gadm2-8,1
idn_106_22_gadm2-8,svn_208_7_gadm2-8,1
idn_106_24_gadm2-8,idn_106_28_gadm2-8,27
idn_106_2_gadm2-8,hkg_102_1_gadm2-8,2624
idn_106_2_gadm2-8,idn_106_4_gadm2-8,53319
idn_106_2_gadm2-8,pak_171_5_gadm2-8,4
idn_106_33_gadm2-8,idn_106_24_gadm2-8,98
idn_106_3_gadm2-8,chn_49_9_gadm2-8,23
idn_106_4_gadm2-8,ita_112_15_gadm2-8,5
idn_106_4_gadm2-8,rus_188_15_gadm2-8,1
idn_106_7_gadm2-8,idn_106_18_gadm2-8,7
ind_105_10_gadm2-8,cze_62_12_gadm2-8,14
ind_105_10_gadm2-8,nam_155_5_gadm2-8,1
ind_105_13_gadm2-8,usa_244_47_gadm2-8,0
ind_105_14_gadm2-8,ind_105_34_gadm2-8,443
ind_105_16_gadm2-8,blr_22_5_gadm2-8,10
ind_105_16_gadm2-8,can_42_9_gadm2-8,280
ind_105_16_gadm2-8,nor_169_13_gadm2-8,6
ind_105_19_gadm2-8,deu_86_5_gadm2-8,1
ind_105_19_gadm2-8,ind_105_5_gadm2-8,203
ind_105_20_gadm2-8,ind_105_10_gadm2-8,17129
ind_105_20_gadm2-8,mex_145_25_gadm2-8,2
ind_105_20_gadm2-8,rus_188_56_gadm2-8,20
ind_105_20_gadm2-8,rus_188_6_gadm2-8,8
ind_105_25_gadm2-8,brn_36_2_gadm2-8,72
ind_105_25_gadm2-8,mne_150_20_gadm2-8,1
ind_105_25_gadm2-8,tur_235_46_gadm2-8,2
ind_105_28_gadm2-8,fra_79_22_gadm2-8,1
ind_105_28_gadm2-8,kgz_122_2_gadm2-8,6
ind_105_29_gadm2-8,cub_59_4_gadm2-8,2
ind_105_31_gadm2-8,aus_15_10_gadm2-8,370
ind_105_31_gadm2-8,chn_49_14_gadm2-8,103
ind_105_31_gadm2-8,fra_79_3_gadm2-8,4
ind_105_31_gadm2-8,irl_109_6_gadm2-8,75
ind_105_31_gadm2-8,mdg_134_1_gadm2-8,25
ind_105_32_gadm2-8,che_223_25_gadm2-8,96
ind_105_32_gadm2-8,fra_79_1_gadm2-8,6
ind_105_32_gadm2-8,sau_200_13_gadm2-8,33
ind_105_34_gadm2-8,can_42_7_gadm2-8,0
ind_105_34_gadm2-8,usa_244_22_gadm2-8,12
ind_105_35_gadm2-8,tha_228_3_gadm2-8,62
ind_105_36_gadm2-8,arm_13_4_gadm2-8,1
ind_105_36_gadm2-8,chn_49_22_gadm2-8,56
ind_105_36_gadm2-8,est_73_1_gadm2-8,2
ind_105_36_gadm2-8,jpn_114_41_gadm2-8,60
ind_105_36_gadm2-8,jpn_114_43_gadm2-8,3
ind_105_36_gadm2-8,swe_222_15_gadm2-8,36
ind_105_36_gadm2-8,tha_228_65_gadm2-8,3
ind_105_7_gadm2-8,ind_105_11_gadm2-8,182
ind_105_7_gadm2-8,prt_182_12_gadm2-8,1
ind_105_9_gadm2-8,ind_105_16_gadm2-8,5
irl_109_5_gadm2-8,ind_105_16_gadm2-8,1
irl_109_5_gadm2-8,sau_200_11_gadm2-8,1
irl_109_6_gadm2-8,eth_74_3_gadm2-8,8
irl_109_8_gadm2-8,esp_215_14_gadm2-8,7
irn_107_18_gadm2-8,irn_107_11_gadm2-8,7
irn_107_24_gadm2-8,are_241_7_gadm2-8,507
irn_107_24_gadm2-8,esp_215_7_gadm2-8,0
irn_107_25_gadm2-8,irn_107_27_gadm2-8,7
irn_107_28_gadm2-8,aze_17_1_gadm2-8,566
irn_107_28_gadm2-8,bgd_20_3_gadm2-8,92
irn_107_28_gadm2-8,dza_5_4_gadm2-8,63
irn_107_28_gadm2-8,irn_107_12_gadm2-8,1333
irn_107_4_gadm2-8,irn_107_25_gadm2-8,4
irn_107_6_gadm2-8,irn_107_25_gadm2-8,8
irn_107_6_gadm2-8,mkd_133_6_gadm2-8,8
irn_107_7_gadm2-8,zaf_211_4_gadm2-8,5
irn_107_8_gadm2-8,irn_107_27_gadm2-8,7
irn_107_9_gadm2-8,aut_16_9_gadm2-8,3
irq_108_10_gadm2-8,mys_136_16_gadm2-8,4
irq_108_10_gadm2-8,tha_228_48_gadm2-8,10
irq_108_2_gadm2-8,ita_112_6_gadm2-8,2
irq_108_5_gadm2-8,gab_83_1_gadm2-8,1
irq_108_5_gadm2-8,usa_244_38_gadm2-8,1
isl_104_6_gadm2-8,jpn_114_5_gadm2-8,1
isr_111_7_gadm2-8,bra_33_12_gadm2-8,2
isr_111_7_gadm2-8,bra_33_9_gadm2-8,1
isr_111_7_gadm2-8,irl_109_4_gadm2-8,18
isr_111_7_gadm2-8,kna_193_3_gadm2-8,12
isr_111_7_gadm2-8,tur_235_67_gadm2-8,63
ita_112_10_gadm2-8,grc_89_7_gadm2-8,25
ita_112_10_gadm2-8,nga_163_15_gadm2-8,24
ita_112_10_gadm2-8,rus_188_6_gadm2-8,73
ita_112_13_gadm2-8,deu_86_2_gadm2-8,209
ita_112_13_gadm2-8,tur_235_31_gadm2-8,1
ita_112_14_gadm2-8,fra_79_19_gadm2-8,323
ita_112_14_gadm2-8,grc_89_3_gadm2-8,72
ita_112_14_gadm2-8,hun_103_5_gadm2-8,43
ita_112_14_gadm2-8,usa_244_12_gadm2-8,0
ita_112_16_gadm2-8,chn_49_13_gadm2-8,16
ita_112_16_gadm2-8,kor_213_17_gadm2-8,2
ita_112_20_gadm2-8,cog_185_2_gadm2-8,2
ita_112_20_gadm2-8,sle_204_4_gadm2-8,13
ita_112_20_gadm2-8,svk_207_4_gadm2-8,8
ita_112_2_gadm2-8,kgz_122_2_gadm2-8,4
ita_112_2_gadm2-8,pol_181_6_gadm2-8,1
ita_112_2_gadm2-8,usa_244_42_gadm2-8,0
ita_112_4_gadm2-8,che_223_25_gadm2-8,486
ita_112_5_gadm2-8,bel_23_3_gadm2-8,304
ita_112_5_gadm2-8,ind_105_16_gadm2-8,5
ita_112_5_gadm2-8,mdg_134_4_gadm2-8,1
ita_112_5_gadm2-8,mex_145_19_gadm2-8,0
ita_112_5_gadm2-8,nga_163_25_gadm2-8,35
ita_112_6_gadm2-8,aut_16_6_gadm2-8,7
ita_112_6_gadm2-8,lao_123_13_gadm2-8,1
ita_112_6_gadm2-8,usa_244_15_gadm2-8,1
ita_112_7_gadm2-8,deu_86_10_gadm2-8,56
ita_112_7_gadm2-8,deu_86_5_gadm2-8,21
ita_112_7_gadm2-8,rus_188_44_gadm2-8,52
ita_112_8_gadm2-8,bra_33_21_gadm2-8,81
ita_112_8_gadm2-8,chn_49_8_gadm2-8,31
ita_112_8_gadm2-8,dza_5_20_gadm2-8,2
ita_112_8_gadm2-8,esp_215_6_gadm2-8,10268
ita_112_8_gadm2-8,isl_104_6_gadm2-8,119
ita_112_8_gadm2-8,nzl_160_1_gadm2-8,52
ita_112_8_gadm2-8,pry_177_5_gadm2-8,38
jam_113_10_gadm2-8,fra_79_13_gadm2-8,3
jam_113_10_gadm2-8,jpn_114_31_gadm2-8,2
jor_116_2_gadm2-8,irn_107_6_gadm2-8,5
jor_116_2_gadm2-8,mex_145_1_gadm2-8,0
jor_116_2_gadm2-8,nzl_160_1_gadm2-8,28
jor_116_2_gadm2-8,twn_225_6_gadm2-8,29
jpn_114_12_gadm2-8,ind_105_25_gadm2-8,184
jpn_114_12_gadm2-8,usa_244_33_gadm2-8,198
jpn_114_13_gadm2-8,mlt_139_gadm2-8,1
jpn_114_13_gadm2-8,nzl_160_6_gadm2-8,13
jpn_114_13_gadm2-8,nzl_160_9_gadm2-8,5
jpn_114_15_gadm2-8,chn_49_25_gadm2-8,3
jpn_114_15_gadm2-8,fra_79_22_gadm2-8,3
jpn_114_17_gadm2-8,tza_227_9_gadm2-8,0
jpn_114_17_gadm2-8,usa_244_44_gadm2-8,11
jpn_114_18_gadm2-8,jpn_114_37_gadm2-8,89
jpn_114_1_gadm2-8,ecu_68_19_gadm2-8,0
jpn_114_1_gadm2-8,ind_105_29_gadm2-8,4
jpn_114_1_gadm2-8,sau_200_7_gadm2-8,9
jpn_114_1_gadm2-8,syc_203_14_gadm2-8,7
jpn_114_20_gadm2-8,usa_244_41_gadm2-8,0
jpn_114_21_gadm2-8,jpn_114_18_gadm2-8,7
jpn_114_24_gadm2-8,chn_49_18_gadm2-8,105
jpn_114_24_gadm2-8,eth_74_1_gadm2-8,4
jpn_114_24_gadm2-8,fin_78_4_gadm2-8,0
jpn_114_24_gadm2-8,idn_106_12_gadm2-8,1
jpn_114_24_gadm2-8,phl_179_60_gadm2-8,13
jpn_114_24_gadm2-8,usa_244_17_gadm2-8,0
jpn_114_25_gadm2-8,,0
jpn_114_29_gadm2-8,lka_217_5_gadm2-8,13
jpn_114_2_gadm2-8,jpn_114_25_gadm2-8,103
jpn_114_2_gadm2-8,usa_244_16_gadm2-8,0
jpn_114_2_gadm2-8,usa_244_7_gadm2-8,0
jpn_114_30_gadm2-8,chn_49_23_gadm2-8,17
jpn_114_33_gadm2-8,nzl_160_7_gadm2-8,21
jpn_114_33_gadm2-8,tha_228_71_gadm2-8,14
jpn_114_33_gadm2-8,usa_244_45_gadm2-8,35
jpn_114_37_gadm2-8,aus_15_11_gadm2-8,4
jpn_114_37_gadm2-8,usa_244_15_gadm2-8,0
jpn_114_38_gadm2-8,deu_86_2_gadm2-8,12
jpn_114_38_gadm2-8,jpn_114_42_gadm2-8,26
jpn_114_3_gadm2-8,cyp_61_2_gadm2-8,5
jpn_114_3_gadm2-8,jpn_114_17_gadm2-8,29
jpn_114_3_gadm2-8,sdn_218_7_gadm2-8,5
jpn_114_3_gadm2-8,tur_235_40_gadm2-8,8
jpn_114_40_gadm2-8,pol_181_5_gadm2-8,0
jpn_114_41_gadm2-8,esp_215_12_gadm2-8,6
jpn_114_41_gadm2-8,phl_179_44_gadm2-8,4
jpn_114_44_gadm2-8,irq_108_5_gadm2-8,1
jpn_114_44_gadm2-8,nor_169_12_gadm2-8,0
jpn_114_44_gadm2-8,tha_228_67_gadm2-8,1
jpn_114_44_gadm2-8,usa_244_5_gadm2-8,26
jpn_114_45_gadm2-8,aut_16_9_gadm2-8,0
jpn_114_46_gadm2-8,fra_79_22_gadm2-8,0
jpn_114_4_gadm2-8,vnm_250_30_gadm2-8,37
jpn_114_5_gadm2-8,ita_112_20_gadm2-8,1
jpn_114_5_gadm2-8,usa_244_12_gadm2-8,113
jpn_114_7_gadm2-8,can_42_11_gadm2-8,10
jpn_114_7_gadm2-8,per_178_15_gadm2-8,4
kaz_117_10_gadm2-8,deu_86_9_gadm2-8,8
kaz_117_2_gadm2-8,ecu_68_19_gadm2-8,0
kaz_117_2_gadm2-8,ind_105_16_gadm2-8,7
kaz_117_2_gadm2-8,kaz_117_13_gadm2-8,813
kaz_117_2_gadm2-8,mda_147_12_gadm2-8,1
kaz_117_2_gadm2-8,sau_200_11_gadm2-8,17
kaz_117_4_gadm2-8,usa_244_6_gadm2-8,0
kaz_117_5_gadm2-8,rus_188_40_gadm2-8,1
kaz_117_6_gadm2-8,kaz_117_5_gadm2-8,25
ken_118_28_gadm2-8,nor_169_12_gadm2-8,32
ken_118_30_gadm2-8,chn_49_15_gadm2-8,26
ken_118_30_gadm2-8,slv_70_10_gadm2-8,0
khm_40_21_gadm2-8,tha_228_10_gadm2-8,235
kna_193_3_gadm2-8,ita_112_20_gadm2-8,3
kna_193_3_gadm2-8,usa_244_39_gadm2-8,36
kor_213_10_gadm2-8,fra_79_4_gadm2-8,5
kor_213_11_gadm2-8,gbr_242_3_gadm2-8,135
kor_213_11_gadm2-8,rus_188_7_gadm2-8,1
kor_213_11_gadm2-8,usa_244_24_gadm2-8,134
kor_213_11_gadm2-8,uzb_246_13_gadm2-8,1557
kor_213_12_gadm2-8,usa_244_41_gadm2-8,0
kor_213_14_gadm2-8,kor_213_4_gadm2-8,211
kor_213_17_gadm2-8,che_223_8_gadm2-8,2
kor_213_7_gadm2-8,qat_184_1_gadm2-8,4
kor_213_9_gadm2-8,deu_86_2_gadm2-8,1
lao_123_13_gadm2-8,chn_49_14_gadm2-8,211
lao_123_13_gadm2-8,jpn_114_29_gadm2-8,6
lao_123_13_gadm2-8,kwt_121_4_gadm2-8,1
lbn_125_3_gadm2-8,bra_33_9_gadm2-8,2
lbn_125_3_gadm2-8,mex_145_32_gadm2-8,0
lbr_127_9_gadm2-8,fin_78_4_gadm2-8,3
lbr_127_9_gadm2-8,ltu_130_10_gadm2-8,3
